day,final_false_credit_mw_slots,reference_false_credit_mw_slots,false_credit_ratio_to_reference,risk_profile_false_credit_mw_slots,risk_profile_false_credit_ratio_to_reference,pointwise_reference_upper_bound_satisfied,risk_profile_distinct_from_reference,contract_scope,test_total_final_false_credit_mw_slots,test_total_reference_false_credit_mw_slots,test_cvar75_final_false_credit_mw_slots,test_cvar75_reference_false_credit_mw_slots,aggregate_total_contract_satisfied,aggregate_cvar75_contract_satisfied,test_total_risk_profile_false_credit_mw_slots,test_cvar75_risk_profile_false_credit_mw_slots,risk_profile_contract_comparison_is_diagnostic
61,3.807062114382475,3.807062114382475,1.0,5.700186292437377,1.4972664278060974,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
62,0.0,6.393939279798886,0.0,0.0,0.0,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
63,1.9563167544320805,60.855353852704226,0.0321469949738062,1.9563167544340132,0.03214699497383796,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
64,0.0,3.9541561754516295,0.0,3.0340174816956278e-12,7.672983430779877e-13,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
65,1.138479681834168,1.138479681834169,0.9999999999999992,0.3119071283346724,0.2739681114309994,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
66,0.46023288271156115,0.9411808871476222,0.48899514322518817,0.46023288271207896,0.48899514322573834,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
67,2.1621931522196043,3.421716462954092,0.6319030742696035,2.1621931522196043,0.6319030742696035,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
68,0.8439312696741128,0.8439312696741128,1.0,0.5214213831371319,0.6178481611879137,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
70,1.6316480262641733,3.793156589745543,0.4301557258867685,1.265495109512024,0.33362585476517786,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
71,14.947009886093376,41.40038374674713,0.3610355396106148,17.09222136108427,0.412851761607819,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
72,3.3582154019648165,19.46524542242589,0.17252366097042987,3.3582154019648165,0.17252366097042987,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
73,1.4099431116206453,2.6273872337166075,0.5366331591807998,5.154978140345367,1.9620168942715461,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
74,1.1626622730616063,5.519343057665577,0.21065229338242256,1.1626622730616063,0.21065229338242256,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
75,0.9552728205552938,0.9552728205552938,1.0,2.7937513497478648,2.924558607376556,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
76,0.8615374697083276,0.8746018965907423,0.9850624301944225,6.6737995247022095,7.630671223921574,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
77,2.1611486126480024,2.161148612648005,0.9999999999999988,1.3978647032770564,0.646815630862278,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
78,0.10967739518132547,1.272334530642139,0.08620169659780592,0.10967739518132547,0.08620169659780592,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
79,0.0,3.5751866238208727,0.0,0.0,0.0,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
80,1.239790103117893,16.694633313654766,0.07426279330758657,1.239790103117893,0.07426279330758657,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
81,11.647686397263186,48.075135328379524,0.24228088631894854,7.025372558669531,0.14613318320754348,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
82,12.185188170777792,57.436030367129625,0.21215233874782752,12.185188170777785,0.21215233874782738,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
83,0.0965867564328482,1.8008885594234476,0.0536328335961945,0.0965867564328482,0.0536328335961945,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
84,1.025373281653433,1.025373281653433,1.0,0.2081003595243489,0.2029508309293795,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
85,0.3209238966197816,13.877377033207125,0.02312568836688979,0.3209238966197745,0.02312568836688928,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
86,1.5696381004739743,15.72352872995432,0.0998273433039057,1.5696381004739743,0.0998273433039057,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
87,10.610973078888982,10.610973078888982,1.0,3.594684357541958,0.33877047192719273,1.0,1.0,locked-test audit of the separately stored payment-contract envelope; risk profile is reported without this cap,174.2551109784778,533.4351985950892,10.862496077195251,33.08331519944751,1.0,1.0,176.33460492475265,10.845252738734496,1.0
