day,method,decision_gate_slot,terminal_completion_index,future_arrivals_mwh_after_gate,future_arrivals_used_for_decision,certificate_scope,profile_role,response_profile_role,response_scoring,committed_arrivals_mwh,reserved_future_arrivals_mwh,uncommitted_arrivals_excluded_from_payment_mwh,selected_response_dr_price_per_mwh,selected_response_projection_weight,eligible_reference_nrmse,payment_eligibility,event_upper_margin_mw,post_response_event_service_mwh,settlement_rule,schema_version,profile_checksum,mae_mw,rmse_mw,nrmse,nmae,normalization_mean_truth_mw,bias_mw,max_abs_error_mw,paid_response_mwh,contract_capped_response_mwh,meter_capped_response_mwh,meter_capped_false_response_mwh,meter_capped_underpayment_mwh,oracle_matched_response_mwh,oracle_response_mwh,false_response_mwh,false_response_ratio,underestimation_mwh,credit_precision,credit_recall,credit_f1,net_system_response_mwh,planned_response_mwh,response_tracking_mae_mw,response_tracking_rmse_mw,response_plan_contract_mae_mw
61,Decision-time truncated-ledger verifier,62,95,201.48347672432214,False,gate-causal frozen contract baseline,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,139.47027387385126,35.2032661782672,201.48347672432214,10.0,1.0,0.183537019226387,committed-ledger-only,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,6.715638923844429,18.542316401533053,1.4602444708569993,0.5288699855216088,12.698090471556998,-6.323090471556999,90.48016418879946,1.4298061908502895,1.4298061908502895,1.4298061908502895,0.0,52.15491758160571,1.4298061908502895,53.584723772456,0.0,0.0,52.15491758160571,1.0,0.026683093430169898,0.05197922046426443,-28.048204755384827,,,,
61,Complete-ledger risk-constrained verifier,62,95,201.48347672432214,True,ex-post reference audit,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,139.47027387385126,35.2032661782672,201.48347672432214,10.0,1.0,1.8771483192850404,complete-ledger,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,3.0396234936223103,8.929346418231539,0.7032038744906384,0.23937642438687096,12.698090471556998,-1.4289423804628745,48.071660162727866,37.1355068492246,37.1355068492246,37.1355068492246,1.4250465731093442,17.87426349634074,35.710460276115256,53.584723772456,1.4250465731093442,0.03837423248039227,17.87426349634074,0.9616257675196078,0.6664298658654539,0.7872656414429585,11.104979973368172,,,,
61,Committed-ledger rolling-service verifier,62,95,201.48347672432214,False,committed-ledger response; submitted baseline frozen before event,submitted baseline contract,post-event operating plan,planned-versus-metered response delivery,139.47027387385126,35.2032661782672,201.48347672432214,10.0,1.0,0.183537019226387,committed-ledger-only,118.0,0.0,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,6.715638923844429,18.542316401533053,1.4602444708569993,0.5288699855216088,12.698090471556998,-6.323090471556999,90.48016418879946,3.0000000000000004,1.4298061908502895,1.4298061908502895,0.0,52.15491758160571,1.4298061908502895,53.584723772456,0.0,0.0,52.15491758160571,1.0,0.026683093430169898,0.05197922046426443,3.0000000000000004,3.0000000000000004,3.8810255944231034,5.788907711527016,0.37500000000000006
61,Committed-ledger reference schedule,62,95,201.48347672432214,False,committed-ledger eligibility reference,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,139.47027387385126,35.2032661782672,201.48347672432214,10.0,1.0,0.0,committed-ledger-only,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,6.698090471557003,19.41626709378441,1.5290698343405054,0.5274880098358368,12.698090471556998,-6.698090471557,96.19938895220062,0.0,0.0,0.0,0.0,53.584723772456,0.0,53.584723772456,0.0,0.0,53.584723772456,0.0,0.0,0.0,-31.048204755384827,,,,
62,Decision-time truncated-ledger verifier,62,95,240.83777115218842,False,gate-causal frozen contract baseline,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,481.52990035378286,36.405245147963385,240.83777115218842,10.0,1.0,0.18704372653881507,committed-ledger-only,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,14.430080457145426,30.588310638606337,1.4977099302226273,0.7065468586977467,20.423387747759364,-14.048387747759365,112.10708335017678,1.473229162455803,1.473229162455803,1.473229162455803,0.0,113.91387281961914,1.473229162455803,115.38710198207494,0.0,0.0,113.91387281961914,1.0,0.012767710923918213,0.025213503128512275,-90.49664356427336,,,,
62,Complete-ledger risk-constrained verifier,62,95,240.83777115218842,True,ex-post reference audit,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,481.52990035378286,36.405245147963385,240.83777115218842,10.0,1.0,3.844328745253803,complete-ledger,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,5.252565379547235,10.137027653931138,0.49634408253563445,0.2571838445423184,20.423387747759364,-1.3403455187874842,50.17562074450579,89.01545838873608,89.01545838873608,89.01545838873608,0.0,26.37164359333888,89.01545838873608,115.38710198207494,0.0,0.0,26.37164359333888,1.0,0.7714506808790845,0.8709818333708859,11.167694267501702,,,,
62,Committed-ledger rolling-service verifier,62,95,240.83777115218842,False,committed-ledger response; submitted baseline frozen before event,submitted baseline contract,post-event operating plan,planned-versus-metered response delivery,481.52990035378286,36.405245147963385,240.83777115218842,10.0,1.0,0.18704372653881507,committed-ledger-only,118.0,0.0,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,14.430080457145426,30.588310638606337,1.4977099302226273,0.7065468586977467,20.423387747759364,-14.048387747759365,112.10708335017678,3.0,1.473229162455803,1.473229162455803,0.0,113.91387281961914,1.473229162455803,115.38710198207494,0.0,0.0,113.91387281961914,1.0,0.012767710923918213,0.025213503128512275,3.0,3.0,11.68708044553417,14.601495575471263,0.375
62,Committed-ledger reference schedule,62,95,240.83777115218842,False,committed-ledger eligibility reference,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,481.52990035378286,36.405245147963385,240.83777115218842,10.0,1.0,0.0,committed-ledger-only,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,14.423387747759378,31.270521825089087,1.5311133594141235,0.706219160400642,20.423387747759364,-14.423387747759367,117.99999999999999,0.0,0.0,0.0,0.0,115.38710198207494,0.0,115.38710198207494,0.0,0.0,115.38710198207494,0.0,0.0,0.0,-93.49664356427336,,,,
63,Decision-time truncated-ledger verifier,62,95,328.4016881543871,False,gate-causal frozen contract baseline,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,309.4691837777694,38.07997669330497,328.4016881543871,10.0,1.0,0.15234411124435746,committed-ledger-only,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,15.19613932797778,34.648387122634105,1.6425231613945563,0.7203801643533662,21.094610984490764,-14.71961098449076,117.99999999999999,1.0938866260519777,1.0938866260519777,1.0938866260519777,0.0,119.66300124987416,1.0938866260519777,120.75688787592611,0.0,0.0,119.66300124987416,1.0,0.00905858576925162,0.017954528898529405,-67.75234760794291,,,,
63,Complete-ledger risk-constrained verifier,62,95,328.4016881543871,True,ex-post reference audit,submitted baseline contract,same profile as submitted baseline,baseline-credit audit,309.4691837777694,38.07997669330497,328.4016881543871,10.0,1.0,3.6731110419976996,complete-ledger,,,contract-capped-after-event: payable credit is the pointwise intersection of submitted baseline credit; frozen contract baseline credit; and the closed event meter; oracle overpayment is diagnostic only,13,873e218887299725c0a3d473844293988c6dc610eead0ce4499470ca1c21d348,7.831896362085856,17.08939537710841,0.8101308618430044,0.3712747472728482,21.094610984490764,-2.921383218020691,77.73440455718537,78.23284874410845,78.23284874410845,78.23284874410845,0.4890791886085033,43.01311832042619,77.74376955549994,120.75688787592611,0.4890791886085033,0.006251583528655983,43.01311832042619,0.9937484164713439,0.6438040175015044,0.7813847173831838,26.633474523817657,,,,
