day,interval,line,loading_percent
61,0,0,7.509335318349699
61,0,1,24.91450574124213
61,0,2,56.45461663641458
61,0,3,37.82459587590042
61,0,4,47.44823110958972
61,0,5,19.084594745953375
61,0,6,59.48488045007036
61,0,7,29.40427122156154
61,0,8,59.568661971830984
61,0,9,41.00670548350315
61,0,10,48.74400388761085
61,0,11,22.874458024997658
61,0,12,20.224567106429163
61,0,13,5.872755553940483
61,0,14,9.359077288340226
61,0,15,22.695748060603787
61,0,16,12.08229306629034
61,0,17,1.4178952795754012
61,0,18,3.33629342367949
61,0,19,4.637560136200068
61,0,20,68.87758675177909
61,0,21,10.376203402931626
61,0,22,46.5862097627738
61,0,23,11.675705377937712
61,0,24,6.519354562001746
61,0,25,6.381011855528487
61,0,26,16.318898938058247
61,0,27,23.777781528293865
61,0,28,29.171039955260163
61,0,29,5.9472926175646235
61,0,30,83.92737268456654
61,0,31,10.665515929026292
61,0,32,75.13771137945095
61,0,33,18.299563240081042
61,0,34,9.406812144085466
61,0,35,29.247822592175122
61,0,36,12.569751599144457
61,0,37,63.279805195611225
61,0,38,7.96559141642683
61,0,39,5.149835590588344
61,0,40,55.73654413745472
61,0,41,19.988885379771187
61,0,42,8.457182904914648
61,0,43,5.60311346329906
61,0,44,1.5449567315409445
61,0,45,0.4196213623991977
61,0,46,18.524876341612902
61,0,47,8.880084288994409
61,0,48,19.877716713820142
61,0,49,56.266483536144676
61,0,50,30.122525085125197
61,0,51,36.46613461649642
61,0,52,32.31281137162608
61,0,53,12.350988587319616
61,0,54,19.300571702589167
61,0,55,12.221716540099958
61,0,56,5.003450297858116
61,0,57,11.220523747713953
61,0,58,13.024793379200005
61,0,59,1.2221507463089663
61,0,60,18.43313750220721
61,0,61,22.234737804780202
61,0,62,19.473914623886444
61,0,63,9.15459365743673
61,0,64,4.856456414079821
61,0,65,70.81600639409487
61,0,66,70.81600639409487
61,0,67,34.39120247271762
61,0,68,23.391999009290252
61,0,69,35.09586462923856
61,0,70,43.39744490585134
61,0,71,19.013322276770992
61,0,72,5.8547696584426605
61,0,73,6.983662354228917
61,0,74,34.92418046901294
61,0,75,35.399288886489124
61,0,76,3.857560548007508
61,0,77,10.59687830301102
61,0,78,13.791736182403163
61,0,79,15.210150343524273
61,0,80,23.438721772095693
61,0,81,4.22678945369784
61,0,82,12.455360882269275
61,0,83,23.858617742854182
61,0,84,24.883809766739827
61,0,85,25.01640239468548
61,0,86,25.432171313953877
61,0,87,23.86868068351996
61,0,88,28.612975915667665
61,0,89,58.24525413388959
61,0,90,4.859491655659517
61,0,91,14.850271445671714
61,0,92,19.478868704221945
61,0,93,21.54867571354977
61,0,94,3.088342749963433
61,0,95,56.874415243521135
61,0,96,26.941741520620226
61,0,97,63.92931348052494
61,0,98,63.92931348052494
61,0,99,26.099110909703448
61,0,100,12.434887027710273
61,0,101,0.5203942349141618
61,0,102,27.707614300437577
61,0,103,2.504075473094026
61,0,104,53.87810353645851
61,0,105,52.54502311925903
61,0,106,15.678847911928283
61,0,107,58.08444016698535
61,0,108,6.675794449233862
61,0,109,9.371509434216541
61,0,110,1.1803385884935156
61,0,111,6.161450101131757
61,0,112,3.06382978723404
61,0,113,10.059782310069298
61,0,114,0.11258322422346578
61,0,115,70.75444057536873
61,0,116,33.17200576940088
61,0,117,38.20462444225459
61,0,118,40.82294214620369
61,0,119,22.464369782880286
61,0,120,30.289648528245067
61,0,121,12.886569380660905
61,0,122,61.3335967454255
61,0,123,25.443118067551847
61,0,124,34.2072175556286
61,0,125,6.165808722317408
61,0,126,5.318301596551295
61,0,127,4.526723281792259
61,0,128,32.026795523453764
61,0,129,22.09292143964708
61,0,130,26.160278655072194
61,0,131,30.748659144565217
61,0,132,10.519230769230802
61,0,133,2.659574468085101
61,0,134,26.405563690477056
61,0,135,40.55705048862701
61,0,136,51.17975723886412
61,0,137,36.22140201133678
61,0,138,61.026461651096994
61,0,139,0.8934021373989177
61,0,140,99.49737730788313
61,0,141,35.61032993655632
61,0,142,5.464213756640817
61,0,143,36.59515290906568
61,0,144,33.060640376581816
61,0,145,28.966013836218046
61,0,146,26.61874240147163
61,0,147,10.747749109928762
61,0,148,6.788324361430733
61,0,149,13.419396905124245
61,0,150,12.959334969087314
61,0,151,14.820453244088707
61,0,152,12.235998564601694
61,0,153,28.220436585749546
61,0,154,3.1140302976470955
61,0,155,0.08436172736773993
61,0,156,5.217399485216353
61,0,157,4.097501431502441
61,0,158,13.251201148318644
61,0,159,8.392631249691215
61,0,160,23.11990397696402
61,0,161,20.39263124969125
61,0,162,73.10482553379846
61,0,163,36.98274968667272
61,0,164,19.980578149479555
61,0,165,27.968392255405654
61,0,166,45.17019063367396
61,0,167,28.717988588144316
61,0,168,4.91695125257761
61,0,169,16.366989324686383
61,0,170,17.343917359858647
61,0,171,14.80184184414479
61,0,172,15.826932451453871
61,0,173,34.58102718049923
61,0,174,10.261715060149491
61,0,175,21.80194805194806
61,0,176,48.35555555555555
61,0,177,0.21653515389996308
61,0,178,3.9086560558352663
61,0,179,4.8737710696216086
61,0,180,11.555521667123434
61,0,181,0.5130497614480214
61,0,182,2.5448234046504448
61,0,183,11.294117647058819
61,0,184,25.754285329650983
61,0,185,4.774152879319871
61,1,0,7.507792673604634
61,1,1,24.916048385986898
61,1,2,56.46129023430997
61,1,3,37.82762325560836
61,1,4,47.453699536398204
61,1,5,19.09006317276187
61,1,6,59.48488045007036
61,1,7,29.407900982617434
61,1,8,59.568661971830984
61,1,9,41.01448398171235
61,1,10,48.75270335868739
61,1,11,22.879368017666433
61,1,12,20.223024461684098
61,1,13,5.870789646043568
61,1,14,9.36494584393958
61,1,15,22.707373649612002
61,1,16,12.095822944550786
61,1,17,1.4331601834035919
61,1,18,3.3504810043553546
61,1,19,4.638722525485996
61,1,20,68.95223731872746
61,1,21,10.374996872280454
61,1,22,46.621620297016406
61,1,23,11.709887801166127
61,1,24,6.538144734098458
61,1,25,6.39741292351612
61,1,26,16.337795269319344
61,1,27,23.796571700390572
61,1,28,29.189830127356874
61,1,29,5.884409674644321
61,1,30,83.91132396873027
61,1,31,10.662951188524532
61,1,32,75.14344776611865
61,1,33,18.304076159754533
61,1,34,9.411571223013869
61,1,35,29.264190355855003
61,1,36,12.562873827764417
61,1,37,63.285598491803476
61,1,38,7.949920346298878
61,1,39,5.144457179470625
61,1,40,55.759365613420876
61,1,41,19.999356131864797
61,1,42,8.458186595355615
61,1,43,5.68707446263667
61,1,44,1.4420201427877282
61,1,45,0.39609348718077375
61,1,46,18.501214021393235
61,1,47,8.798304094834409
61,1,48,19.906079083946466
61,1,49,56.026274414284
61,1,50,30.307774670565713
61,1,51,37.131285269900154
61,1,52,33.023818393418175
61,1,53,12.324432469170063
61,1,54,19.965722355992902
61,1,55,12.878285582336884
61,1,56,4.340005017759816
61,1,57,10.559606566124469
61,1,58,13.286326586861769
61,1,59,1.038920894234561
61,1,60,18.617471148571223
61,1,61,22.306668294535463
61,1,62,19.48719955407327
61,1,63,9.2153102489513
61,1,64,5.058665268533041
61,1,65,72.71078579208424
61,1,66,72.71078579208424
61,1,67,34.53318812752828
61,1,68,23.456185120319947
61,1,69,35.04776330497351
61,1,70,43.33923804035769
61,1,71,18.995342850067807
61,1,72,5.839389666925478
61,1,73,6.998086527064237
61,1,74,34.85443692144932
61,1,75,35.328596547971294
61,1,76,3.845463656680111
61,1,77,10.553722582630485
61,1,78,13.755150846490144
61,1,79,15.162049019259207
61,1,80,23.390620447830624
61,1,81,4.1868188638602835
61,1,82,12.415390292431718
61,1,83,23.919268425602716
61,1,84,24.94337575063235
61,1,85,25.07628577412212
61,1,86,25.487703897996223
61,1,87,23.95743817750116
61,1,88,28.688819350279456
61,1,89,58.14058484968051
61,1,90,5.058865552270769
61,1,91,14.513085354304783
61,1,92,19.478441271562577
61,1,93,21.54820286228177
61,1,94,3.018432885888041
61,1,95,57.41126319448745
61,1,96,26.827850928051827
61,1,97,64.99830032884975
61,1,98,64.99830032884975
61,1,99,26.457227312523557
61,1,100,12.70285971357337
61,1,101,1.1356556908271733
61,1,102,27.975586986300666
61,1,103,3.3624114190608747
61,1,104,53.60053472489397
61,1,105,52.198748575926146
61,1,106,15.615665713219526
61,1,107,58.192383215129
61,1,108,6.74479101160475
61,1,109,9.401435654040059
61,1,110,1.1463128865023828
61,1,111,6.192693827488376
61,1,112,3.06382978723404
61,1,113,10.084814297343785
61,1,114,0.08188797174291268
61,1,115,70.92312474891224
61,1,116,33.146973782126395
61,1,117,38.10863496694131
61,1,118,41.26115457471943
61,1,119,22.334698732389494
61,1,120,30.425916720980634
61,1,121,12.76831365018349
61,1,122,61.01104055774559
61,1,123,25.309311547112113
61,1,124,34.08963757218248
61,1,125,5.8835752408034825
61,1,126,5.074861872269427
61,1,127,4.444869811088656
61,1,128,32.01275925453259
61,1,129,22.08549876967291
61,1,130,26.152487261557095
61,1,131,30.741236474591027
61,1,132,10.519230769230798
61,1,133,2.659574468085101
61,1,134,26.399907174284287
61,1,135,40.55078067716082
61,1,136,51.17410072267137
61,1,137,36.22199057103953
61,1,138,61.02745326694106
61,1,139,0.8951005188079422
61,1,140,99.50491152185053
61,1,141,35.6130264482881
61,1,142,5.462515375231793
61,1,143,36.59774579731677
61,1,144,33.06323326483289
61,1,145,28.96860672446912
61,1,146,26.614050677194545
61,1,147,10.722826116196922
61,1,148,6.725418367890546
61,1,149,13.414029400943011
61,1,150,12.93801811672806
61,1,151,14.810181833557277
61,1,152,12.223099417648202
61,1,153,28.227173156169933
61,1,154,3.129305369251578
61,1,155,0.08911642780963654
61,1,156,5.196082632857106
61,1,157,4.108799983087012
61,1,158,13.261520465881443
61,1,159,8.396393773470487
61,1,160,23.1236665007433
61,1,161,20.396393773470518
61,1,162,73.10482553379846
61,1,163,36.98274968667272
61,1,164,19.98057814947956
61,1,165,27.968392255405654
61,1,166,45.17019063367396
61,1,167,28.717988588144323
61,1,168,4.91695125257761
61,1,169,16.366989324686383
61,1,170,17.343917359858647
61,1,171,14.80184184414479
61,1,172,15.826932451453871
61,1,173,34.58102718049923
61,1,174,10.261715060149486
61,1,175,21.80194805194806
61,1,176,48.355555555555554
61,1,177,0.20160268996937836
61,1,178,3.9248776533426075
61,1,179,4.873324847119262
61,1,180,11.555970439468656
61,1,181,0.5126009891028026
61,1,182,2.5927130242128853
61,1,183,11.294117647058819
61,1,184,25.850910496853764
61,1,185,4.870778046522648
61,2,0,7.506314365443951
61,2,1,24.917526694146506
61,2,2,56.46805655881359
61,2,3,37.83052437729613
61,2,4,47.45893990039065
61,2,5,19.095303536754322
61,2,6,59.48488045007036
61,2,7,29.41150568334893
61,2,8,59.568661971830984
61,2,9,41.02237055861724
61,2,10,48.76152370495884
61,2,11,22.882379047680768
61,2,12,20.221546153523416
61,2,13,5.868905727081658
61,2,14,9.370569649199776
61,2,15,22.72112795566323
61,2,16,12.112036629093472
61,2,17,1.4512201852621258
61,2,18,3.3674828541188453
61,2,19,4.635285937220143
61,2,20,69.07332375980701
61,2,21,10.378563963898175
61,2,22,46.67288376048951
61,2,23,11.759373341050557
61,2,24,6.603277398583912
61,2,25,6.406720507737893
61,2,26,16.403295914960083
61,2,27,23.861704364876037
61,2,28,29.25496279184233
61,2,29,5.555656655923791
61,2,30,83.79243297359052
61,2,31,10.637163181069532
61,2,32,75.15649033883365
61,2,33,18.322292162448626
61,2,34,9.43078082585491
61,2,35,29.273270353903445
61,2,36,12.556043541378358
61,2,37,63.34384904981947
61,2,38,7.880681171707541
61,2,39,5.122747696807804
61,2,40,55.87478104116417
61,2,41,20.047604680835132
61,2,42,8.454430596960039
61,2,43,5.829766289071346
61,2,44,1.2528968279113888
61,2,45,0.3750401854039569
61,2,46,18.480040415034832
61,2,47,8.6593185496058
61,2,48,19.931458406636327
61,2,49,55.81132958458187
61,2,50,30.536222511387628
61,2,51,37.92343104677723
61,2,52,33.870575750958785
61,2,53,12.340999157540677
61,2,54,20.75786813286999
61,2,55,13.660211288001816
61,2,56,3.54989021575285
61,2,57,9.772502544527972
61,2,58,13.425827023951156
61,2,59,0.9411870550761324
61,2,60,18.715793745796873
61,2,61,22.37836584036658
61,2,62,19.572885300470205
61,2,63,9.201428431787969
61,2,64,4.829744464307132
61,2,65,74.49480516183395
61,2,66,74.49480516183395
61,2,67,34.5719694799
61,2,68,23.44151005646157
61,2,69,34.93826566565749
61,2,70,43.20673619220863
61,2,71,18.95441456357397
61,2,72,5.80437872305725
61,2,73,7.030921649562123
61,2,74,34.695673021859825
61,2,75,35.167672824899235
61,2,76,3.817926347392886
61,2,77,10.45548309386692
61,2,78,13.671868151527661
61,2,79,15.052551379943191
61,2,80,23.281122808514613
61,2,81,4.09582999201212
61,2,82,12.324401420583552
61,2,83,24.057333368415367
61,2,84,25.078971489822916
61,2,85,25.21260403110904
61,2,86,25.614118023816257
61,2,87,24.012950270689952
61,2,88,28.74961438712549
61,2,89,58.215582999643665
61,2,90,5.035118236975767
61,2,91,14.576974354373414
61,2,92,19.53730587755775
61,2,93,21.61332236818618
61,2,94,3.0512128369292544
61,2,95,57.9833019630621
61,2,96,26.947304479083616
61,2,97,65.4662433136278
61,2,98,65.4662433136278
61,2,99,26.398736178787164
61,2,100,12.659091748512038
61,2,101,0.9355916317686157
61,2,102,27.931819021239342
61,2,103,3.3020451276700293
61,2,104,54.06487152966082
61,2,105,52.74165316315369
61,2,106,15.657714267088005
61,2,107,58.222093968139774
61,2,108,7.105506129367574
61,2,109,9.557890403913092
61,2,110,0.968425979112507
61,2,111,6.356036522324373
61,2,112,3.0638297872340394
61,2,113,9.945321756348365
61,2,114,0.2529394635025359
61,2,115,70.7535146780501
61,2,116,33.28646632312181
61,2,117,38.31736716526916
61,2,118,40.53850841385585
61,2,119,22.616672598170997
61,2,120,30.282623480925558
61,2,121,12.892665829771513
61,2,122,61.35022551576556
61,2,123,25.450016208041404
61,2,124,34.21327916788715
61,2,125,6.268346943340649
61,2,126,5.406745661090903
61,2,127,5.071320472475405
61,2,128,32.51890644440715
61,2,129,22.35315989599473
61,2,130,26.433444541231914
61,2,131,31.00889760091286
61,2,132,10.519230769230802
61,2,133,2.6595744680851015
61,2,134,26.60388087922898
61,2,135,40.77686978050291
61,2,136,51.37807442761606
61,2,137,36.260666022625145
61,2,138,61.09261435491579
61,2,139,1.0067046052791762
61,2,140,100.00000000000033
61,2,141,35.79021970233889
61,2,142,5.350911288760554
61,2,143,36.88707848673837
61,2,144,33.3525659542545
61,2,145,29.25793941389074
61,2,146,26.853454662970368
61,2,147,10.519889170405312
61,2,148,6.8081347997195145
61,2,149,13.68791631730108
61,2,150,12.764444389661984
61,2,151,14.635677082811007
61,2,152,12.003951091615292
61,2,153,28.486848695898004
61,2,154,3.198767501357073
61,2,155,0.1535010342853325
61,2,156,5.022508905791016
61,2,157,4.3007552089079155
61,2,158,13.436839126707778
61,2,159,8.541428313622621
61,2,160,23.268701040895433
61,2,161,20.541428313622657
61,2,162,73.10482553379846
61,2,163,36.98274968667272
61,2,164,19.980578149479555
61,2,165,27.968392255405654
61,2,166,45.17019063367396
61,2,167,28.717988588144323
61,2,168,4.9169512525776105
61,2,169,16.366989324686383
61,2,170,17.34391735985865
61,2,171,14.80184184414479
61,2,172,15.826932451453871
61,2,173,34.58102718049923
61,2,174,10.261715060149488
61,2,175,21.80194805194806
61,2,176,48.355555555555554
61,2,177,0.1347877390375656
61,2,178,3.997460801477156
61,2,179,4.874994695644748
61,2,180,11.55429104895159
61,2,181,0.5142803796198642
61,2,182,2.6280575894468843
61,2,183,11.294117647058819
61,2,184,25.640795966086653
61,2,185,4.660663515755538
61,3,0,7.529279705436556
61,3,1,24.89456135415443
61,3,2,56.40892849993965
61,3,3,37.78545579977106
61,3,4,47.37753147418547
61,3,5,19.013895110549136
61,3,6,59.52090531716735
61,3,7,29.371162489110976
61,3,8,59.604737578177414
61,3,9,40.95345308602244
61,3,10,48.68444641530959
61,3,11,22.62563500919665
61,3,12,20.24451149351602
61,3,13,5.89817218223457
61,3,14,9.283204508882013
61,3,15,22.831366786276426
61,3,16,12.26270660227368
61,3,17,1.5959685628499014
61,3,18,3.525477062106444
61,3,19,4.7725761820957295
61,3,20,69.0903156144023
61,3,21,10.236060165419708
61,3,22,46.718511604980534
61,3,23,11.803418716946524
61,3,24,6.6029868354485
61,3,25,6.515695678692328
61,3,26,16.40300371022504
61,3,27,23.86141380174063
61,3,28,29.254672228706923
61,3,29,5.592730890511872
61,3,30,83.80728199491013
61,3,31,10.639770160107025
61,3,32,75.15219792038931
