interval,line,loading_percent
0,0,7.485217921900602
0,1,24.938623137688563
0,2,56.568459355504814
0,3,37.87192531895968
0,4,47.53372339011563
0,5,19.170087026479305
0,6,59.916618061213505
0,7,29.464255415527973
0,8,60.00100766411658
0,9,41.139396334893085
0,10,48.8924053132772
0,11,22.90780241015349
0,12,20.200449709980074
0,13,5.842020946841416
0,14,9.450825101587562
0,15,22.944478743402687
0,16,12.377055737873334
0,17,1.744489480467881
0,18,3.645384836242197
0,19,4.859959719706482
0,20,69.21330577463708
0,21,10.14535826562119
0,22,46.810825455738375
0,23,11.892530931261897
0,24,6.605868042304581
0,25,6.637889993194522
0,26,16.405901195085956
0,27,23.864295008596702
0,28,29.257553435563
0,29,6.215603268284059
0,30,84.24714069813409
0,31,10.6265178053173
0,32,75.27854519671779
0,33,18.34006881858289
0,34,9.449527117778317
0,35,29.277404970455198
0,36,12.985342654926642
0,37,63.48960620914172
0,38,7.859569979198989
0,39,5.10156181894916
0,40,55.74720469578376
0,41,20.029988934290753
0,42,8.535175908311233
0,43,6.229596597803435
0,44,1.6149918871533655
0,45,0.3720406639138097
0,46,18.468432975790225
0,47,8.31104090271093
0,48,19.945371433128148
0,49,55.69349613620852
0,50,30.574992507421385
0,51,38.29295578816356
0,52,34.26557601820217
0,53,12.886064009781395
0,54,21.127392874256316
0,55,14.024968511486962
0,56,4.384820624898072
0,57,9.90066763167
0,58,13.104141811697954
0,59,1.1665593295289682
0,60,18.489063807040097
0,61,22.298025090263078
0,62,19.496534525873283
0,63,9.115456444868103
0,64,4.661905776782605
0,65,74.35507447702241
0,66,74.35507447702241
0,67,34.38830980549573
0,68,23.35062538457485
0,69,34.931439918895336
0,70,43.19714106302544
0,71,18.949476217572226
0,72,5.8001543547907
0,73,7.034883486467478
0,74,34.68080205346423
0,75,35.15259955190649
0,76,3.8325775660376586
0,77,10.545501270786499
0,78,13.690832022228982
0,79,15.045725633181043
0,80,23.274297061752463
0,81,4.0912437566307025
0,82,12.319815185202138
0,83,24.011737872161923
0,84,25.037223072599705
0,85,25.170633158706973
0,86,25.574683579655655
0,87,23.917318420599184
0,88,28.657371010218274
0,89,58.21769357868225
0,90,4.9372558885828575
0,91,14.72378790415855
0,92,19.507253446154746
0,93,21.58007659254384
0,94,3.0903771015006956
0,95,57.09081629632798
0,96,26.97700080773464
0,97,64.94045995476007
0,98,64.94045995476007
0,99,26.23543206652476
0,100,12.536893934530791
0,101,0.6661177711457087
0,102,27.809621207258086
0,103,3.0786246461018716
0,104,54.19791550407205
0,105,52.93121498154694
0,106,15.820662818250563
0,107,57.926689135641425
0,108,6.627135648176248
0,109,9.24381942574163
0,110,1.3255203789512857
0,111,6.028138519956684
0,112,3.0638297872340394
0,113,10.10611529364938
0,114,0.24195667961823078
0,115,70.6302920245092
0,116,33.125672785820804
0,117,38.211708552645455
0,118,40.6601749876593
0,119,22.473939624086075
0,120,30.37987121767584
0,121,12.808272678913513
0,122,61.120033432074074
0,123,25.354525242659292
0,124,34.12936826360548
0,125,6.2964390641758525
0,126,5.430976443753289
0,127,5.125917132613603
0,128,32.43929857181663
0,129,22.311061602715768
0,130,26.389255001566045
0,131,30.966799307633895
0,132,10.516263057929757
0,133,2.662857893354342
0,134,26.570555669636718
0,135,40.739931358673275
0,136,51.34474921802379
0,137,36.234348243232915
0,138,61.048273692610145
0,139,0.9307605217170575
0,140,99.6631033688457
0,141,35.66964365787886
0,142,5.426855372322674
0,143,36.763138106849254
0,144,33.22862557436538
0,145,29.133999034001615
0,146,27.026420865307177
0,147,10.406830133736875
0,148,6.939063532839937
0,149,13.885795979323715
0,150,12.667744016565823
0,151,14.413359182344776
0,152,11.72475757094625
0,153,28.197923641702292
0,154,2.713304970874655
0,155,0.4405247078604041
0,156,4.92580853269486
0,157,4.545304899420766
0,158,13.660193943243003
0,159,8.380057271831062
0,160,23.10732999910387
0,161,20.3800572718311
0,162,72.89799828865291
0,163,36.92478083563007
0,164,19.979431344604855
0,165,27.953818765364325
0,166,45.112371665447476
0,167,28.666131015828523
0,168,4.954983916691292
0,169,16.37304253991651
0,170,17.215218255778943
0,171,14.79578862891466
0,172,15.699165949577642
0,173,34.46189323826555
0,174,10.133948558273259
0,175,22.039442039442047
0,176,48.355555555555554
0,177,0.2656305684802607
0,178,4.004752073680209
0,179,4.839096799826001
0,180,11.59039407560359
0,181,0.49515886402655507
0,182,2.627387980326273
0,183,11.294117647058819
0,184,25.747154304621784
0,185,4.767021854290664
1,0,7.503528621549244
1,1,24.920312438041353
1,2,56.484924110412486
1,3,37.835991290249694
1,4,47.46881491318645
1,5,19.105178549550118
1,6,59.6223885869219
1,7,29.41970001494222
1,8,59.70636378211471
1,9,41.042030751209325
1,10,48.783511661015936
1,11,22.869255212484717
1,12,20.21876040962871
1,13,5.8653556447057715
1,14,9.381167223907457
1,15,22.77604555511146
1,16,12.178628894786563
1,17,1.523329381059403
1,18,3.4373122438387065
1,19,4.717750159019606
1,20,68.93816371818522
1,21,10.292968189372125
1,22,46.63848830213682
1,23,11.72617078876791
1,24,6.529430987140248
1,25,6.460276365550255
1,26,16.329032292152334
1,27,23.78785795343237
1,28,29.181116380398663
1,29,5.873433716180991
1,30,83.87981185069455
1,31,10.59688176771614
1,32,75.12110801865953
1,33,18.29537974373904
1,34,9.402400457033897
1,35,29.256079156932177
1,36,12.709082704965285
1,37,63.17983121018868
1,38,7.970833503886216
1,39,5.1548214012973075
1,40,55.74306178076973
1,41,19.98585792704684
1,42,8.447538842768662
1,43,5.762112214549934
1,44,1.3844543136172343
1,45,0.3982422720173149
1,46,18.50337508500027
1,47,8.72521537543836
1,48,19.90348876797913
1,49,56.0482125499576
1,50,30.297165174624162
1,51,37.128232162344524
1,52,33.02055480057762
1,53,12.425857449637075
1,54,19.96266924843728
1,55,12.875271865228754
1,56,4.343050297482618
1,57,10.56264024162404
1,58,13.161329669365777
1,59,1.1264935849353424
1,60,18.529370911540912
1,61,22.290724323021188
1,62,19.484726883037496
1,63,9.160701464067758
1,64,4.857286010153596
1,65,72.36900694879184
1,66,72.36900694879184
1,67,34.44488949198229
1,68,23.398455833443062
1,69,35.04865753322136
1,70,43.339684245006914
1,71,18.99454042908316
1,72,5.838703258613304
1,73,6.99873027723272
1,74,34.853364863911295
1,75,35.32750990616663
1,76,3.8534827393161435
1,77,10.60030683391744
1,78,13.767333585804572
1,79,15.162943247507064
1,80,23.391514676078483
1,81,4.188078952651089
1,82,12.416650381222523
1,83,23.892330402623404
1,84,24.918363131619937
1,85,25.051139876125585
1,86,25.464140703218813
1,87,23.873517347490665
1,88,28.608582975560132
1,89,58.14991152800698
1,90,4.965088119028884
1,91,14.656542219956199
1,92,19.490964162654716
1,93,21.562056424479763
1,94,3.1104996679275834
1,95,57.19820065329093
1,96,26.991303555553046
1,97,64.50891057267012
1,98,64.50891057267012
1,99,26.298889949230126
1,100,12.584378437150143
1,101,0.7165052934866094
1,102,27.85710570987744
1,103,2.900953298151955
1,104,53.892995928418244
1,105,52.55971757783795
1,106,15.68771039484167
1,107,58.10689774395932
1,108,6.756834077140906
1,109,9.406659152344899
1,110,1.1403738404845538
1,111,6.19814729112739
1,112,3.0638297872340394
1,113,10.036424795760775
1,114,0.18426635347604353
1,115,70.7473768918782
1,116,33.195363283709405
1,117,38.23054208961761
1,118,40.749556212082155
1,119,22.49938162713552
1,120,30.329931548483575
1,121,12.85161112746542
1,122,61.23824406498319
1,123,25.403562756347437
1,124,34.17245906387995
1,125,6.184561753703194
1,126,5.334476972929457
1,127,4.850281369840944
1,128,32.27605305775039
1,129,22.224733990835155
1,130,26.29863903753682
1,131,30.88047169575328
1,132,10.5192307692308
1,133,2.659574468085101
1,134,26.506012697747973
1,135,40.66839045762764
1,136,51.28020624613505
1,137,36.234177569289436
1,138,61.047986138117814
1,139,0.9302680152622961
1,140,99.66091855394441
1,141,35.6688617078256
1,142,5.427347878777436
1,143,36.71609655322052
1,144,33.18158402073664
1,145,29.086957480372877
1,146,26.8146378865581
1,147,10.575658720409002
1,148,6.843211429899875
1,149,13.643508505292164
1,150,12.812144568716008
1,151,14.634047096280675
1,152,12.001904105398298
1,153,28.26718501972477
1,154,2.9377111900583257
1,155,0.22500863448200217
1,156,5.070209084845045
1,157,4.3025481940912735
1,158,13.438476715681364
1,159,8.418741285436319
1,160,23.146014012709127
1,161,20.418741285436354
1,162,73.01428830808447
1,163,36.95599208002051
1,164,19.97843573097686
1,165,27.95961028846666
1,166,45.143230202897655
1,167,28.69251894485938
1,168,4.9346855193680375
1,169,16.369811880937245
1,170,17.280288957002504
1,171,14.799019287893929
1,172,15.763765123980741
1,173,34.52083884184675
1,174,10.198547732676358
1,175,21.920695045695055
1,176,48.355555555555554
1,177,0.22191001922671447
1,178,3.9034479012207126
1,179,4.878058644124609
1,180,11.551209592194706
1,181,0.5173618363767534
1,182,2.585293508613861
1,183,11.294117647058819
1,184,25.728196042239226
1,185,4.748063591908107
2,0,7.501647041730551
2,1,24.922194017859926
2,2,56.49603452114216
2,3,37.83968381672455
2,4,47.475484810164545
2,5,19.111848446528207
2,6,59.674380951687716
2,7,29.42513856323673
2,8,59.7584293755633
2,9,41.054980633914106
2,10,48.797994807634346
2,11,22.861680686247748
2,12,20.216878829810017
2,13,5.862957806424349
2,14,9.388325162127849
2,15,22.811149025549874
